gr25_01.txt	25	5086.0	4267.0	3212.0	2936.0	2943.0	3754.0	3796.0	2989.0	3584.0	2986.0	2936.0	3555.3	
gr25_02.txt	25	297.0	374.0	382.0	383.0	465.0	85.0	190.0	369.0	189.0	175.0	85.0	290.9	
gr25_03.txt	25	482.0	282.0	421.0	785.0	574.0	482.0	140.0	675.0	519.0	212.0	140.0	457.2	
gr25_04.txt	25	4369.0	3439.0	3437.0	3671.0	3778.0	3719.0	3876.0	3656.0	3516.0	3110.0	3110.0	3657.1	
gr25_05.txt	25	2352.0	2624.0	2346.0	2369.0	3012.0	2601.0	2757.0	1873.0	2189.0	2728.0	1873.0	2485.1	
gr25_06.txt	25	985.0	1226.0	1282.0	884.0	1093.0	595.0	956.0	752.0	1254.0	1375.0	595.0	1040.2	
gr25_07.txt	25	6636.0	11086.0	9921.0	7640.0	7125.0	7684.0	9341.0	6516.0	6000.0	6412.0	6000.0	7836.1	
gr25_08.txt	25	563.0	368.0	274.0	336.0	479.0	266.0	371.0	265.0	268.0	487.0	265.0	367.7	
gr25_09.txt	25	1863.0	1680.0	2215.0	2013.0	2797.0	2401.0	2215.0	2180.0	2597.0	2367.0	1680.0	2232.8	
gr25_010.txt	25	3392.0	4666.0	4340.0	4792.0	4226.0	3668.0	3292.0	3558.0	3393.0	2646.0	2646.0	3797.3	
gr50_01.txt	50	2830.0	1582.0	1568.0	1753.0	1493.0	1670.0	1305.0	2378.0	1302.0	1496.0	1302.0	1737.7	
gr50_02.txt	50	2170.0	1559.0	1270.0	1470.0	1296.0	1479.0	1560.0	1268.0	1472.0	1284.0	1268.0	1482.8	
gr50_03.txt	50	1279.0	1052.0	1061.0	1268.0	1686.0	1475.0	1063.0	1499.0	2332.0	1762.0	1052.0	1447.7	
gr50_04.txt	50	1359.0	1887.0	1492.0	1491.0	1434.0	1458.0	1900.0	4244.0	3535.0	3545.0	1359.0	2234.5	
gr50_05.txt	50	3565.0	3112.0	3021.0	2660.0	2177.0	2663.0	1954.0	1494.0	2018.0	1981.0	1494.0	2464.5	
gr50_06.txt	50	2090.0	2141.0	1855.0	2008.0	2512.0	2434.0	1810.0	1735.0	2529.0	2631.0	1735.0	2174.5	
gr50_07.txt	50	1658.0	2063.0	2487.0	2926.0	2702.0	1994.0	2827.0	3368.0	1485.0	1495.0	1485.0	2300.5	
gr50_08.txt	50	2587.0	3193.0	3032.0	3309.0	2928.0	2641.0	2600.0	2684.0	3882.0	2850.0	2587.0	2970.6	
gr50_09.txt	50	1842.0	2134.0	1817.0	1704.0	1579.0	1497.0	2016.0	2228.0	1352.0	2558.0	1352.0	1872.7	
gr50_010.txt	50	2505.0	2551.0	1789.0	1912.0	2473.0	2779.0	2413.0	1911.0	2656.0	2205.0	1789.0	2319.4	
gr75_01.txt	75	4146.0	2755.0	2790.0	3244.0	3503.0	3489.0	2962.0	3314.0	3642.0	3072.0	2755.0	3291.7	
gr75_02.txt	75	2922.0	2569.0	3249.0	2411.0	2356.0	2895.0	1948.0	2547.0	2996.0	2286.0	1948.0	2617.9	
gr75_03.txt	75	2878.0	3149.0	1934.0	1824.0	2556.0	3147.0	1951.0	3293.0	2731.0	2803.0	1824.0	2626.6	
gr75_04.txt	75	1889.0	1948.0	1664.0	2235.0	1988.0	1569.0	1922.0	1936.0	2356.0	2199.0	1569.0	1970.6	
gr75_05.txt	75	1920.0	1624.0	2562.0	1904.0	2204.0	2209.0	2557.0	1575.0	2521.0	1898.0	1575.0	2097.4	
